Time [s],Packet ID,Address,Read/Write,Len,DataId,Data,Data sum,ACK/NAK
11.0165053125,0,20,WR,3,1,01 BB 01 > 5A 01 5B,BC,
11.01913025,2,20,WR,3,3,01 97 0A > 5A 00 00 02 01 00 00 00 00 00 00 59,98,
11.0242088125,4,20,WR,3,5,01 A1 08 > 5A 00 00 00 00 00 00 00 00 5A,A2,
11.029036375,6,20,WR,14,7,01 A9 0A 00 00 02 01 00 00 00 00 00 00 E1 > 5A 5A,B7,
11.0342703125,8,20,WR,12,9,01 B3 08 00 00 00 00 00 00 00 00 FA > 5A 5A,BC,
11.0390096875,10,20,WR,7,10,01 BB 03 02 25 00 DE > 5A 5A,E6,
11.0459814375,28,18,W,1,11,30,0,N
11.046973375,29,21,WR,3,12,01 48 05 > 5A 7F 00 00 C0 17 F2,49,
11.0542100625,47,36,W,1,14,6C,0,N
11.0552216875,48,20,WR,14,15,01 3A 0A 00 00 01 00 00 00 BF 32 00 10 ED > 5A 5A,147,
11.060582375,50,20,WR,3,16,01 62 09 > 5A 20 38 33 46 20 38 36 46 88 D7,63,
11.0655198125,52,20,WR,3,18,01 6B 02 > 5A 00 C4 9E,6C,
11.0685836875,54,20,WR,3,20,01 39 06 > 5A 00 00 00 02 00 00 58,3A,
11.073130625,56,22,WR,3,22,00 02 03 > 5A 00 00 00 5A,2,
11.0770873125,58,21,WR,6,24,01 46 02 07 08 08 > 5A 5A,58,
11.083575375,76,36,W,1,14,6C,0,N
11.0878345,93,44,W,1,25,88,0,N
11.0889646875,94,20,WR,5,26,02 00 01 01 42 > 5A 5A,4,
11.092006125,96,20,WR,7,27,02 01 03 00 00 00 40 > 5A 5A,6,
11.099643625,114,3E,W,1,28,7C,0,N
11.103843625,131,3E,W,1,28,7C,0,N
11.108048375,148,44,W,1,25,88,0,N
11.116574375,149,20,WR,3,1,01 BB 01 > 5A 02 58,BC,
11.1192091875,151,20,WR,3,3,01 97 0A > 5A 00 00 02 01 00 00 00 00 00 00 59,98,
11.1242864375,153,20,WR,3,5,01 A1 08 > 5A 00 00 00 00 00 00 00 00 5A,A2,
11.129120375,155,20,WR,14,7,01 A9 0A 00 00 02 01 00 00 00 00 00 00 E1 > 5A 5A,B7,
11.1343583125,157,20,WR,12,9,01 B3 08 00 00 00 00 00 00 00 00 FA > 5A 5A,BC,
11.1390995625,159,20,WR,7,30,01 BB 03 02 25 17 C9 > 5A 5A,FD,
11.1461180625,177,18,W,1,11,30,0,N
11.147324625,178,21,WR,3,12,01 48 05 > 5A 7F 00 00 C0 17 F2,49,
11.1545591875,196,36,W,1,14,6C,0,N
11.1555748125,197,20,WR,14,31,01 3A 0A 00 00 01 00 00 00 BF 32 08 10 E5 > 5A 5A,14F,
11.1609368125,199,20,WR,3,16,01 62 09 > 5A 20 38 33 46 20 38 36 46 88 D7,63,
11.1658754375,201,20,WR,3,18,01 6B 02 > 5A 00 C4 9E,6C,
11.16893825,203,20,WR,3,20,01 39 06 > 5A 00 00 00 02 00 00 58,3A,
11.173494625,205,22,WR,3,22,00 02 03 > 5A 00 00 00 5A,2,
11.1774596875,207,21,WR,6,24,01 46 02 07 08 08 > 5A 5A,58,
11.1839501875,225,36,W,1,14,6C,0,N
11.188177375,242,44,W,1,25,88,0,N
11.189337125,243,20,WR,5,26,02 00 01 01 42 > 5A 5A,4,
11.1923795625,245,20,WR,7,27,02 01 03 00 00 00 40 > 5A 5A,6,
11.1996810625,263,3E,W,1,28,7C,0,N
11.20391,280,3E,W,1,28,7C,0,N
11.2081451875,297,44,W,1,25,88,0,N
11.220726375,314,18,W,1,11,30,0,N
11.221872375,315,21,WR,3,12,01 48 05 > 5A 7F 00 00 C0 17 F2,49,
11.2301888125,334,20,WR,14,31,01 3A 0A 00 00 01 00 00 00 BF 32 08 10 E5 > 5A 5A,14F,
11.2353205,336,20,WR,3,16,01 62 09 > 5A 20 38 33 46 20 38 36 46 88 D7,63,
11.2402925,338,20,WR,3,18,01 6B 02 > 5A 00 C4 9E,6C,
11.243825625,340,20,WR,3,20,01 39 06 > 5A 00 00 00 02 00 00 58,3A,
11.24838725,342,22,WR,3,22,00 02 03 > 5A 00 00 00 5A,2,
11.2518425625,344,21,WR,6,24,01 46 02 07 08 08 > 5A 5A,58,
11.2583208125,362,36,W,1,14,6C,0,N
11.2630224375,379,44,W,1,25,88,0,N
11.2642170625,380,20,WR,5,26,02 00 01 01 42 > 5A 5A,4,
11.2672945,382,20,WR,7,27,02 01 03 00 00 00 40 > 5A 5A,6,
11.274673125,400,3E,W,1,28,7C,0,N
11.2792580625,417,3E,W,1,28,7C,0,N
11.2835936875,434,44,W,1,25,88,0,N
11.301202875,451,18,W,1,11,30,0,N
11.3023501875,452,21,WR,3,12,01 48 05 > 5A 7F 00 00 C0 17 F2,49,
11.3100008125,470,36,W,1,14,6C,0,N
11.311073125,471,20,WR,14,31,01 3A 0A 00 00 01 00 00 00 BF 32 08 10 E5 > 5A 5A,14F,
11.316208625,473,20,WR,3,16,01 62 09 > 5A 20 38 33 46 20 38 36 46 88 D7,63,
11.3211828125,475,20,WR,3,18,01 6B 02 > 5A 00 C4 9E,6C,
11.3242418125,477,20,WR,3,20,01 39 06 > 5A 00 00 00 02 00 00 58,3A,
11.328997625,479,22,WR,3,22,00 02 03 > 5A 00 00 00 5A,2,
11.3324808125,481,21,WR,6,24,01 46 02 07 08 08 > 5A 5A,58,
11.3389401875,499,36,W,1,14,6C,0,N
11.343611,516,44,W,1,25,88,0,N
11.34483625,517,20,WR,5,26,02 00 01 01 42 > 5A 5A,4,
11.3479086875,519,20,WR,7,27,02 01 03 00 00 00 40 > 5A 5A,6,
11.3552826875,537,3E,W,1,28,7C,0,N
11.359823125,554,3E,W,1,28,7C,0,N
11.3639178125,571,44,W,1,25,88,0,N
11.3812975,588,18,W,1,11,30,0,N
11.3824728125,589,21,WR,3,12,01 48 05 > 5A 7F 00 00 C0 17 F2,49,
11.389680125,607,36,W,1,14,6C,0,N
11.3906886875,608,20,WR,14,31,01 3A 0A 00 00 01 00 00 00 BF 32 08 10 E5 > 5A 5A,14F,
11.3960165,610,20,WR,3,16,01 62 09 > 5A 20 38 33 46 20 38 36 46 88 D7,63,
11.400994875,612,20,WR,3,18,01 6B 02 > 5A 00 C4 9E,6C,
11.404060125,614,20,WR,3,20,01 39 06 > 5A 00 00 00 02 00 00 58,3A,
11.408612375,616,22,WR,3,22,00 02 03 > 5A 00 00 00 5A,2,
11.41227525,618,21,WR,6,24,01 46 02 07 08 08 > 5A 5A,58,
11.418754125,636,36,W,1,14,6C,0,N
11.42302125,653,44,W,1,25,88,0,N
11.42418125,654,20,WR,5,26,02 00 01 01 42 > 5A 5A,4,
11.42715425,656,20,WR,7,27,02 01 03 00 00 00 40 > 5A 5A,6,
11.434256625,674,3E,W,1,28,7C,0,N
11.4384568125,691,3E,W,1,28,7C,0,N
11.4430966875,708,44,W,1,25,88,0,N
11.4622550625,725,18,W,1,11,30,0,N
11.4634508125,726,21,WR,3,12,01 48 05 > 5A 7F 00 00 C0 17 F2,49,
11.470692,744,36,W,1,14,6C,0,N
11.4717285625,745,20,WR,14,31,01 3A 0A 00 00 01 00 00 00 BF 32 08 10 E5 > 5A 5A,14F,
11.4772996875,747,20,WR,3,16,01 62 09 > 5A 20 38 33 46 20 38 36 46 88 D7,63,
11.4823066875,749,20,WR,3,18,01 6B 02 > 5A 00 C4 9E,6C,
11.485339875,751,20,WR,3,20,01 39 06 > 5A 00 00 00 02 00 00 58,3A,
11.4899269375,753,22,WR,3,22,00 02 03 > 5A 00 00 00 5A,2,
11.493849125,755,21,WR,6,24,01 46 02 07 08 08 > 5A 5A,58,
11.500336125,773,36,W,1,14,6C,0,N
11.504593625,790,44,W,1,25,88,0,N
11.505764,791,20,WR,5,26,02 00 01 01 42 > 5A 5A,4,
11.50880075,793,20,WR,7,27,02 01 03 00 00 00 40 > 5A 5A,6,
11.516117375,811,3E,W,1,28,7C,0,N
11.520319375,828,3E,W,1,28,7C,0,N
11.5245383125,845,44,W,1,25,88,0,N
11.541906625,862,18,W,1,11,30,0,N
11.5435268125,863,21,WR,3,12,01 48 05 > 5A 7F 00 00 C0 17 F2,49,
11.5507610625,881,36,W,1,14,6C,0,N
11.551806625,882,20,WR,14,31,01 3A 0A 00 00 01 00 00 00 BF 32 08 10 E5 > 5A 5A,14F,
11.5569074375,884,20,WR,3,16,01 62 09 > 5A 20 38 33 46 20 38 36 46 88 D7,63,
11.5618938125,886,20,WR,3,18,01 6B 02 > 5A 00 C4 9E,6C,
11.564928125,888,20,WR,3,20,01 39 06 > 5A 00 00 00 02 00 00 58,3A,
11.5694841875,890,22,WR,3,22,00 02 03 > 5A 00 00 00 5A,2,
11.5729376875,892,21,WR,6,24,01 46 02 07 08 08 > 5A 5A,58,
11.583779375,927,44,W,1,25,88,0,N
11.5848946875,928,20,WR,5,26,02 00 01 01 42 > 5A 5A,4,
11.587922125,930,20,WR,7,27,02 01 03 00 00 00 40 > 5A 5A,6,
11.59568825,948,3E,W,1,28,7C,0,N
11.5999743125,965,3E,W,1,28,7C,0,N
11.6041816875,982,44,W,1,25,88,0,N
11.622163125,999,18,W,1,11,30,0,N
11.623289125,1000,21,WR,3,12,01 48 05 > 5A 7F 00 00 C0 17 F2,49,
11.6307041875,1018,36,W,1,14,6C,0,N
11.6316990625,1019,20,WR,14,31,01 3A 0A 00 00 01 00 00 00 BF 32 08 10 E5 > 5A 5A,14F,
11.636811125,1021,20,WR,3,16,01 62 09 > 5A 20 38 33 46 20 38 36 46 88 D7,63,
11.641749125,1023,20,WR,3,18,01 6B 02 > 5A 00 C4 9E,6C,
11.6449980625,1025,20,WR,3,20,01 39 06 > 5A 00 00 00 02 00 00 58,3A,
11.6495304375,1027,22,WR,3,22,00 02 03 > 5A 00 00 00 5A,2,
11.6529686875,1029,21,WR,6,24,01 46 02 07 08 08 > 5A 5A,58,
11.65977525,1047,36,W,1,14,6C,0,N
11.663903375,1064,44,W,1,25,88,0,N
11.6650181875,1065,20,WR,5,26,02 00 01 01 42 > 5A 5A,4,
11.66804575,1067,20,WR,7,27,02 01 03 00 00 00 40 > 5A 5A,6,
11.6754015,1085,3E,W,1,28,7C,0,N
11.6800735,1102,3E,W,1,28,7C,0,N
11.684275875,1119,44,W,1,25,88,0,N
11.7025141875,1136,18,W,1,11,30,0,N
11.7036414375,1137,21,WR,3,12,01 48 05 > 5A 7F 00 00 C0 17 F2,49,
11.7112704375,1155,36,W,1,14,6C,0,N
11.712317625,1156,20,WR,14,31,01 3A 0A 00 00 01 00 00 00 BF 32 08 10 E5 > 5A 5A,14F,
11.717427125,1158,20,WR,3,16,01 62 09 > 5A 20 38 33 46 20 38 36 46 88 D7,63,
11.7223773125,1160,20,WR,3,18,01 6B 02 > 5A 00 C4 9E,6C,
11.7254155625,1162,20,WR,3,20,01 39 06 > 5A 00 00 00 02 00 00 58,3A,
11.730153,1164,22,WR,3,22,00 02 03 > 5A 00 00 00 5A,2,
11.733589375,1166,21,WR,6,24,01 46 02 07 08 08 > 5A 5A,58,
11.7400520625,1184,36,W,1,14,6C,0,N
11.7447178125,1201,44,W,1,25,88,0,N
11.7459175,1202,20,WR,5,26,02 00 01 01 42 > 5A 5A,4,
11.7489446875,1204,20,WR,7,27,02 01 03 00 00 00 40 > 5A 5A,6,
11.7563036875,1222,3E,W,1,28,7C,0,N
11.7608075625,1239,3E,W,1,28,7C,0,N
11.7649270625,1256,44,W,1,25,88,0,N
11.78292225,1273,18,W,1,11,30,0,N
11.7840381875,1274,21,WR,3,12,01 48 05 > 5A 7F 00 00 C0 17 F2,49,
11.791254375,1292,36,W,1,14,6C,0,N
11.792244375,1293,20,WR,14,31,01 3A 0A 00 00 01 00 00 00 BF 32 08 10 E5 > 5A 5A,14F,
11.797554,1295,20,WR,3,16,01 62 09 > 5A 20 38 33 46 20 38 36 46 88 D7,63,
11.802506375,1297,20,WR,3,18,01 6B 02 > 5A 00 C4 9E,6C,
11.8055514375,1299,20,WR,3,20,01 39 06 > 5A 00 00 00 02 00 00 58,3A,
11.81054725,1301,22,WR,3,22,00 02 03 > 5A 00 00 00 5A,2,
11.8139860625,1303,21,WR,6,24,01 46 02 07 08 08 > 5A 5A,58,
11.8204808125,1321,36,W,1,14,6C,0,N
11.8247285,1338,44,W,1,25,88,0,N
11.82584225,1339,20,WR,5,26,02 00 01 01 42 > 5A 5A,4,
11.82880025,1341,20,WR,7,27,02 01 03 00 00 00 40 > 5A 5A,6,
11.8361524375,1359,3E,W,1,28,7C,0,N
11.8403354375,1376,3E,W,1,28,7C,0,N
11.8449945,1393,44,W,1,25,88,0,N
11.8637685625,1410,18,W,1,11,30,0,N
11.8648953125,1411,21,WR,3,12,01 48 05 > 5A 7F 00 00 C0 17 F2,49,
11.8721128125,1429,36,W,1,14,6C,0,N
11.873104125,1430,20,WR,14,31,01 3A 0A 00 00 01 00 00 00 BF 32 08 10 E5 > 5A 5A,14F,
11.8784106875,1432,20,WR,3,16,01 62 09 > 5A 20 38 33 46 20 38 36 46 88 D7,63,
11.8833595,1434,20,WR,3,18,01 6B 02 > 5A 00 C4 9E,6C,
11.8864036875,1436,20,WR,3,20,01 39 06 > 5A 00 00 00 02 00 00 58,3A,
11.8909353125,1438,22,WR,3,22,00 02 03 > 5A 00 00 00 5A,2,
11.894580625,1440,21,WR,6,24,01 46 02 07 08 08 > 5A 5A,58,
11.90107525,1458,36,W,1,14,6C,0,N
11.9053258125,1475,44,W,1,25,88,0,N
11.9064358125,1476,20,WR,5,26,02 00 01 01 42 > 5A 5A,4,
11.9099665625,1478,20,WR,7,27,02 01 03 00 00 00 40 > 5A 5A,6,
11.9172955625,1496,3E,W,1,28,7C,0,N
11.921493625,1513,3E,W,1,28,7C,0,N
11.925714,1530,44,W,1,25,88,0,N
11.9441036875,1547,18,W,1,11,30,0,N
11.9452951875,1548,21,WR,3,12,01 48 05 > 5A 7F 00 00 C0 17 F2,49,
11.9525115,1566,36,W,1,14,6C,0,N
11.9535025625,1567,20,WR,14,31,01 3A 0A 00 00 01 00 00 00 BF 32 08 10 E5 > 5A 5A,14F,
11.958605625,1569,20,WR,3,16,01 62 09 > 5A 20 38 33 46 20 38 36 46 88 D7,63,
11.963788,1571,20,WR,3,18,01 6B 02 > 5A 00 C4 9E,6C,
11.96680775,1573,20,WR,3,20,01 39 06 > 5A 00 00 00 02 00 00 58,3A,
11.9713395625,1575,22,WR,3,22,00 02 03 > 5A 00 00 00 5A,2,
11.9747703125,1577,21,WR,6,24,01 46 02 07 08 08 > 5A 5A,58,
11.9817338125,1595,36,W,1,14,6C,0,N
11.9859801875,1612,44,W,1,25,88,0,N
11.9871004375,1613,20,WR,5,26,02 00 01 01 42 > 5A 5A,4,
11.9901523125,1615,20,WR,7,27,02 01 03 00 00 00 40 > 5A 5A,6,
11.99773975,1633,3E,W,1,28,7C,0,N
12.00188825,1650,3E,W,1,28,7C,0,N
12.0061144375,1667,44,W,1,25,88,0,N
12.0236264375,1684,18,W,1,11,30,0,N
12.0247485,1685,21,WR,3,12,01 48 05 > 5A 7F 00 00 C0 17 F2,49,
12.03216625,1703,36,W,1,14,6C,0,N
12.033157375,1704,20,WR,14,31,01 3A 0A 00 00 01 00 00 00 BF 32 08 10 E5 > 5A 5A,14F,
12.0382658125,1706,20,WR,3,16,01 62 09 > 5A 20 38 33 46 20 38 36 46 88 D7,63,
12.0437109375,1708,20,WR,3,18,01 6B 02 > 5A 00 C4 9E,6C,
12.0467291875,1710,20,WR,3,20,01 39 06 > 5A 00 00 00 02 00 00 58,3A,
12.051261375,1712,22,WR,3,22,00 02 03 > 5A 00 00 00 5A,2,
12.054699,1714,21,WR,6,24,01 46 02 07 08 08 > 5A 5A,58,
12.0616043125,1732,36,W,1,14,6C,0,N
12.065911375,1749,44,W,1,25,88,0,N
12.067027,1750,20,WR,5,26,02 00 01 01 42 > 5A 5A,4,
12.07008725,1752,20,WR,7,27,02 01 03 00 00 00 40 > 5A 5A,6,
12.0778420625,1770,3E,W,1,28,7C,0,N
12.082079375,1787,3E,W,1,28,7C,0,N
12.0863021875,1804,44,W,1,25,88,0,N
12.103797375,1821,18,W,1,11,30,0,N
12.104924375,1822,21,WR,3,12,01 48 05 > 5A 7F 00 00 C0 17 F2,49,
12.1132004375,1841,20,WR,14,31,01 3A 0A 00 00 01 00 00 00 BF 32 08 10 E5 > 5A 5A,14F,
12.1183105,1843,20,WR,3,16,01 62 09 > 5A 20 38 33 46 20 38 36 46 88 D7,63,
12.123254125,1845,20,WR,3,18,01 6B 02 > 5A 00 C4 9E,6C,
12.1267828125,1847,20,WR,3,20,01 39 06 > 5A 00 00 00 02 00 00 58,3A,
12.131315125,1849,22,WR,3,22,00 02 03 > 5A 00 00 00 5A,2,
12.1347514375,1851,21,WR,6,24,01 46 02 07 08 08 > 5A 5A,58,
12.1412175625,1869,36,W,1,14,6C,0,N
12.145765125,1886,44,W,1,25,88,0,N
12.146809875,1887,20,WR,5,26,02 00 01 01 42 > 5A 5A,4,
12.149841375,1889,20,WR,7,27,02 01 03 00 00 00 40 > 5A 5A,6,
12.1571965625,1907,3E,W,1,28,7C,0,N
12.1617715,1924,3E,W,1,28,7C,0,N
12.1660935,1941,44,W,1,25,88,0,N
12.1843468125,1958,18,W,1,11,30,0,N
12.18543825,1959,21,WR,3,12,01 48 05 > 5A 7F 00 00 C0 17 F2,49,
12.1937181875,1978,20,WR,14,31,01 3A 0A 00 00 01 00 00 00 BF 32 08 10 E5 > 5A 5A,14F,
12.1988260625,1980,20,WR,3,16,01 62 09 > 5A 20 38 33 46 20 38 36 46 88 D7,63,
12.20377425,1982,20,WR,3,18,01 6B 02 > 5A 00 C4 9E,6C,
12.2068238125,1984,20,WR,3,20,01 39 06 > 5A 00 00 00 02 00 00 58,3A,
12.211555,1986,22,WR,3,22,00 02 03 > 5A 00 00 00 5A,2,
12.2149906875,1988,21,WR,6,24,01 46 02 07 08 08 > 5A 5A,58,
12.221459,2006,36,W,1,14,6C,0,N
12.2257256875,2023,44,W,1,25,88,0,N
12.2273188125,2024,20,WR,5,26,02 00 01 01 42 > 5A 5A,4,
12.2303763125,2026,20,WR,7,27,02 01 03 00 00 00 40 > 5A 5A,6,
12.2377308125,2044,3E,W,1,28,7C,0,N
12.2418831875,2061,3E,W,1,28,7C,0,N
12.2465949375,2078,44,W,1,25,88,0,N
12.2643334375,2095,18,W,1,11,30,0,N
12.2654598125,2096,21,WR,3,12,01 48 05 > 5A 7F 00 00 C0 17 F2,49,
12.2726715625,2114,36,W,1,14,6C,0,N
12.273666,2115,20,WR,14,31,01 3A 0A 00 00 01 00 00 00 BF 32 08 10 E5 > 5A 5A,14F,
12.2789725625,2117,20,WR,3,16,01 62 09 > 5A 20 38 33 46 20 38 36 46 88 D7,63,
12.283921,2119,20,WR,3,18,01 6B 02 > 5A 00 C4 9E,6C,
12.2869704375,2121,20,WR,3,20,01 39 06 > 5A 00 00 00 02 00 00 58,3A,
12.2914968125,2123,22,WR,3,22,00 02 03 > 5A 00 00 00 5A,2,
12.29514225,2125,21,WR,6,24,01 46 02 07 08 08 > 5A 5A,58,
12.301606375,2143,36,W,1,14,6C,0,N
12.3058581875,2160,44,W,1,25,88,0,N
12.3069986875,2161,20,WR,5,26,02 00 01 01 42 > 5A 5A,4,
12.3102278125,2163,20,WR,7,27,02 01 03 00 00 00 40 > 5A 5A,6,
12.31758825,2181,3E,W,1,28,7C,0,N
12.3217930625,2198,3E,W,1,28,7C,0,N
12.3263324375,2215,44,W,1,25,88,0,N
12.3450995,2232,18,W,1,11,30,0,N
12.346311625,2233,21,WR,3,12,01 48 05 > 5A 7F 00 00 C0 17 F2,49,
12.353528125,2251,36,W,1,14,6C,0,N
12.3545193125,2252,20,WR,14,31,01 3A 0A 00 00 01 00 00 00 BF 32 08 10 E5 > 5A 5A,14F,
12.3600956875,2254,20,WR,3,16,01 62 09 > 5A 20 38 33 46 20 38 36 46 88 D7,63,
12.3650743125,2256,20,WR,3,18,01 6B 02 > 5A 00 C4 9E,6C,
12.368093125,2258,20,WR,3,20,01 39 06 > 5A 00 00 00 02 00 00 58,3A,
12.37265375,2260,22,WR,3,22,00 02 03 > 5A 00 00 00 5A,2,
12.376526125,2262,21,WR,6,24,01 46 02 07 08 08 > 5A 5A,58,
12.3830208125,2280,36,W,1,14,6C,0,N
12.3872714375,2297,44,W,1,25,88,0,N
12.3883865625,2298,20,WR,5,26,02 00 01 01 42 > 5A 5A,4,
12.39143925,2300,20,WR,7,27,02 01 03 00 00 00 40 > 5A 5A,6,
12.3990295,2318,3E,W,1,28,7C,0,N
12.4031869375,2335,3E,W,1,28,7C,0,N
12.407406125,2352,44,W,1,25,88,0,N
12.4248976875,2369,18,W,1,11,30,0,N
12.4264625625,2370,21,WR,3,12,01 48 05 > 5A 7F 00 00 C0 17 F2,49,
12.433436625,2388,36,W,1,14,6C,0,N
12.4344316875,2389,20,WR,14,31,01 3A 0A 00 00 01 00 00 00 BF 32 08 10 E5 > 5A 5A,14F,
12.43954,2391,20,WR,3,16,01 62 09 > 5A 20 38 33 46 20 38 36 46 88 D7,63,
12.44447075,2393,20,WR,3,18,01 6B 02 > 5A 00 C4 9E,6C,
12.4475144375,2395,20,WR,3,20,01 39 06 > 5A 00 00 00 02 00 00 58,3A,
12.4520473125,2397,22,WR,3,22,00 02 03 > 5A 00 00 00 5A,2,
12.4554825,2399,21,WR,6,24,01 46 02 07 08 08 > 5A 5A,58,
12.4662658125,2434,44,W,1,25,88,0,N
12.46740625,2435,20,WR,5,26,02 00 01 01 42 > 5A 5A,4,
12.4704324375,2437,20,WR,7,27,02 01 03 00 00 00 40 > 5A 5A,6,
12.4781898125,2455,3E,W,1,28,7C,0,N
12.482443,2472,3E,W,1,28,7C,0,N
12.486659625,2489,44,W,1,25,88,0,N
12.5049285,2506,18,W,1,11,30,0,N
12.5060551875,2507,21,WR,3,12,01 48 05 > 5A 7F 00 00 C0 17 F2,49,
12.513754,2525,36,W,1,14,6C,0,N
12.5147259375,2526,20,WR,14,31,01 3A 0A 00 00 01 00 00 00 BF 32 08 10 E5 > 5A 5A,14F,
12.5198334375,2528,20,WR,3,16,01 62 09 > 5A 20 38 33 46 20 38 36 46 88 D7,63,
12.524782625,2530,20,WR,3,18,01 6B 02 > 5A 00 C4 9E,6C,
12.5277574375,2532,20,WR,3,20,01 39 06 > 5A 00 00 00 02 00 00 58,3A,
12.5322891875,2534,22,WR,3,22,00 02 03 > 5A 00 00 00 5A,2,
12.535728375,2536,21,WR,6,24,01 46 02 07 08 08 > 5A 5A,58,
12.54219425,2554,36,W,1,14,6C,0,N
12.546913625,2571,44,W,1,25,88,0,N
12.5480538125,2572,20,WR,5,26,02 00 01 01 42 > 5A 5A,4,
12.551080125,2574,20,WR,7,27,02 01 03 00 00 00 40 > 5A 5A,6,
12.5584585625,2592,3E,W,1,28,7C,0,N
12.5630093125,2609,3E,W,1,28,7C,0,N
12.56733175,2626,44,W,1,25,88,0,N
12.5853158125,2643,18,W,1,11,30,0,N
12.5864421875,2644,21,WR,3,12,01 48 05 > 5A 7F 00 00 C0 17 F2,49,
12.5947211875,2663,20,WR,14,31,01 3A 0A 00 00 01 00 00 00 BF 32 08 10 E5 > 5A 5A,14F,
12.5998313125,2665,20,WR,3,16,01 62 09 > 5A 20 38 33 46 20 38 36 46 88 D7,63,
12.6047785,2667,20,WR,3,18,01 6B 02 > 5A 00 C4 9E,6C,
12.6078225,2669,20,WR,3,20,01 39 06 > 5A 00 00 00 02 00 00 58,3A,
12.6125566875,2671,22,WR,3,22,00 02 03 > 5A 00 00 00 5A,2,
12.61599325,2673,21,WR,6,24,01 46 02 07 08 08 > 5A 5A,58,
12.6224833125,2691,36,W,1,14,6C,0,N
12.62710975,2708,44,W,1,25,88,0,N
12.6283186875,2709,20,WR,5,26,02 00 01 01 42 > 5A 5A,4,
12.6313455,2711,20,WR,7,27,02 01 03 00 00 00 40 > 5A 5A,6,
12.6386974375,2729,3E,W,1,28,7C,0,N
12.6431783125,2746,3E,W,1,28,7C,0,N
12.647325625,2763,44,W,1,25,88,0,N
12.665789625,2780,18,W,1,11,30,0,N
12.6669254375,2781,21,WR,3,12,01 48 05 > 5A 7F 00 00 C0 17 F2,49,
12.6741375625,2799,36,W,1,14,6C,0,N
12.6751275,2800,20,WR,14,31,01 3A 0A 00 00 01 00 00 00 BF 32 08 10 E5 > 5A 5A,14F,
12.680435125,2802,20,WR,3,16,01 62 09 > 5A 20 38 33 46 20 38 36 46 88 D7,63,
12.685383875,2804,20,WR,3,18,01 6B 02 > 5A 00 C4 9E,6C,
12.688433375,2806,20,WR,3,20,01 39 06 > 5A 00 00 00 02 00 00 58,3A,
12.6934404375,2808,22,WR,3,22,00 02 03 > 5A 00 00 00 5A,2,
12.696879375,2810,21,WR,6,24,01 46 02 07 08 08 > 5A 5A,58,
12.70337025,2828,36,W,1,14,6C,0,N
12.7076018125,2845,44,W,1,25,88,0,N
12.7087314375,2846,20,WR,5,26,02 00 01 01 42 > 5A 5A,4,
12.711692625,2848,20,WR,7,27,02 01 03 00 00 00 40 > 5A 5A,6,
12.71904525,2866,3E,W,1,28,7C,0,N
12.72322525,2883,3E,W,1,28,7C,0,N
12.7278651875,2900,44,W,1,25,88,0,N
12.7466855625,2917,18,W,1,11,30,0,N
12.7477864375,2918,21,WR,3,12,01 48 05 > 5A 7F 00 00 C0 17 F2,49,
12.754998875,2936,36,W,1,14,6C,0,N
12.7559978125,2937,20,WR,14,31,01 3A 0A 00 00 01 00 00 00 BF 32 08 10 E5 > 5A 5A,14F,
12.7613046875,2939,20,WR,3,16,01 62 09 > 5A 20 38 33 46 20 38 36 46 88 D7,63,
12.7662835,2941,20,WR,3,18,01 6B 02 > 5A 00 C4 9E,6C,
12.769297125,2943,20,WR,3,20,01 39 06 > 5A 00 00 00 02 00 00 58,3A,
12.7738301875,2945,22,WR,3,22,00 02 03 > 5A 00 00 00 5A,2,
12.7777365625,2947,21,WR,6,24,01 46 02 07 08 08 > 5A 5A,58,
12.784236,2965,36,W,1,14,6C,0,N
12.78848075,2982,44,W,1,25,88,0,N
12.789591,2983,20,WR,5,26,02 00 01 01 42 > 5A 5A,4,
12.7931163125,2985,20,WR,7,27,02 01 03 00 00 00 40 > 5A 5A,6,
12.8004686875,3003,3E,W,1,28,7C,0,N
12.804651375,3020,3E,W,1,28,7C,0,N
12.80887,3037,44,W,1,25,88,0,N
12.8265675,3054,18,W,1,11,30,0,N
12.827728375,3055,21,WR,3,12,01 48 05 > 5A 7F 00 00 C0 17 F2,49,
12.834948375,3073,36,W,1,14,6C,0,N
12.835939375,3074,20,WR,14,31,01 3A 0A 00 00 01 00 00 00 BF 32 08 10 E5 > 5A 5A,14F,
12.841043625,3076,20,WR,3,16,01 62 09 > 5A 20 38 33 46 20 38 36 46 88 D7,63,
12.8461876875,3078,20,WR,3,18,01 6B 02 > 5A 00 C4 9E,6C,
12.8492315625,3080,20,WR,3,20,01 39 06 > 5A 00 00 00 02 00 00 58,3A,
12.8537628125,3082,22,WR,3,22,00 02 03 > 5A 00 00 00 5A,2,
12.857198875,3084,21,WR,6,24,01 46 02 07 08 08 > 5A 5A,58,
12.8641870625,3102,36,W,1,14,6C,0,N
12.86841225,3119,44,W,1,25,88,0,N
12.8695274375,3120,20,WR,5,26,02 00 01 01 42 > 5A 5A,4,
12.8725828125,3122,20,WR,7,27,02 01 03 00 00 00 40 > 5A 5A,6,
12.8804058125,3140,3E,W,1,28,7C,0,N
12.88459825,3157,3E,W,1,28,7C,0,N
12.8888084375,3174,44,W,1,25,88,0,N
12.906541,3191,18,W,1,11,30,0,N
